ticker,qty,fill_price,side
PLOM,899,98.68,sell
ZQRX,278,99.63,buy
KVDN,210,102.0,buy
MTLP,762,100.18,buy
MTLP,523,99.72,buy
MTLP,857,104.24,sell
ZQRX,79,95.06,sell
ZQRX,663,102.2,sell
KVDN,118,101.7,buy
KVDN,23,106.67,sell
KVDN,74,107.05,buy
MTLP,814,98.18,buy
PLOM,203,106.6,buy
ZQRX,198,108.1,sell
MTLP,717,99.9,buy
ZQRX,809,99.67,buy
PLOM,261,97.77,sell
WBYZ,17,107.06,buy
ZQRX,902,102.48,buy
PLOM,451,104.32,buy
MTLP,729,97.14,buy
MTLP,882,103.1,sell
MTLP,950,94.9,buy
ZQRX,382,108.94,buy
ZQRX,118,100.7,buy
MTLP,749,100.0,buy
MTLP,913,103.61,buy
MTLP,447,102.32,sell
MTLP,315,102.39,buy
MTLP,190,100.96,buy
KVDN,981,101.01,sell
PLOM,441,95.63,sell
KVDN,593,93.69,buy
ZQRX,642,101.13,buy
PLOM,984,101.3,buy
ZQRX,502,99.82,buy
MTLP,951,108.08,sell
ZQRX,859,99.42,sell
ZQRX,995,106.84,buy
WBYZ,351,102.68,buy
MTLP,985,108.4,sell
KVDN,762,102.19,buy
ZQRX,312,106.79,sell
ZQRX,427,99.4,buy
KVDN,383,102.1,sell
PLOM,841,98.22,buy
ZQRX,672,99.05,sell
ZQRX,661,91.35,buy
KVDN,360,100.98,sell
ZQRX,565,104.71,buy
ZQRX,676,93.54,buy
ZQRX,162,105.47,sell
KVDN,907,98.82,sell
MTLP,74,98.67,sell
PLOM,648,100.77,sell
KVDN,624,97.96,sell
PLOM,954,94.43,buy
PLOM,481,100.99,buy
WBYZ,994,99.26,buy
ZQRX,483,100.23,buy
ZQRX,270,99.22,sell
PLOM,202,96.29,buy
ZQRX,182,96.71,sell
WBYZ,735,97.86,buy
KVDN,734,90.91,sell
KVDN,174,94.6,buy
KVDN,869,95.99,buy
KVDN,311,103.31,buy
KVDN,794,96.23,buy
ZQRX,464,96.53,buy
MTLP,901,94.35,buy
MTLP,1000,95.57,buy
PLOM,932,102.04,buy
KVDN,736,98.8,buy
KVDN,211,95.93,buy
MTLP,938,101.1,buy
MTLP,456,100.34,buy
KVDN,532,96.2,sell
MTLP,457,93.94,buy
KVDN,794,98.74,buy
ZQRX,230,105.01,buy
PLOM,362,98.66,buy
MTLP,766,94.86,sell
WBYZ,178,99.84,buy
KVDN,652,101.6,sell
MTLP,998,96.89,buy
WBYZ,596,100.78,sell
WBYZ,811,93.39,buy
MTLP,969,103.45,sell
PLOM,337,103.78,buy
KVDN,434,103.3,buy
ZQRX,21,95.64,sell
ZQRX,626,106.1,buy
ZQRX,351,103.34,buy
MTLP,335,102.99,sell
MTLP,511,99.92,sell
ZQRX,735,96.83,buy
KVDN,784,100.7,sell
WBYZ,47,100.54,buy
ZQRX,236,96.62,buy
PLOM,313,101.26,sell
PLOM,694,93.56,buy
KVDN,73,101.33,buy
ZQRX,346,99.98,buy
PLOM,652,106.32,buy
MTLP,479,88.88,sell
ZQRX,296,99.58,sell
PLOM,498,98.35,buy
MTLP,326,99.14,buy
KVDN,241,97.83,buy
MTLP,359,109.33,buy
MTLP,730,100.8,sell
ZQRX,819,95.71,sell
ZQRX,661,100.32,buy
ZQRX,776,91.82,sell
MTLP,765,98.27,buy
MTLP,71,93.62,buy
MTLP,223,101.17,sell
KVDN,643,103.52,sell
MTLP,87,101.63,buy
ZQRX,175,98.47,buy
MTLP,46,93.34,sell
MTLP,160,107.44,buy
MTLP,960,93.48,buy
MTLP,263,95.93,sell
KVDN,209,98.41,sell
MTLP,900,105.12,sell
ZQRX,329,110.23,buy
WBYZ,924,107.28,sell
ZQRX,326,95.03,sell
ZQRX,903,109.75,sell
MTLP,281,94.42,buy
WBYZ,236,88.0,buy
WBYZ,94,97.21,buy
MTLP,503,91.8,buy
MTLP,667,104.68,buy
KVDN,993,106.49,buy
MTLP,249,92.43,sell
MTLP,140,100.93,sell
MTLP,855,93.99,buy
KVDN,636,95.77,sell
ZQRX,355,99.84,sell
MTLP,369,101.64,buy
MTLP,898,102.75,sell
WBYZ,84,97.69,buy
ZQRX,703,97.52,sell
PLOM,201,104.11,sell
ZQRX,862,96.01,buy
ZQRX,501,105.34,buy
ZQRX,621,104.54,sell
PLOM,424,98.24,buy
ZQRX,716,96.37,buy
WBYZ,441,98.84,sell
MTLP,31,106.56,buy
PLOM,644,93.14,buy
ZQRX,295,93.21,buy
MTLP,251,106.81,buy
WBYZ,467,104.28,sell
ZQRX,437,91.25,buy
MTLP,334,102.67,buy
ZQRX,550,96.89,sell
KVDN,771,101.84,buy
MTLP,459,93.98,buy
ZQRX,95,98.16,sell
KVDN,539,97.57,buy
WBYZ,924,105.14,sell
PLOM,793,99.17,buy
PLOM,476,96.95,sell
MTLP,614,107.12,buy
PLOM,116,99.93,sell
KVDN,481,101.98,buy
MTLP,622,100.27,sell
ZQRX,148,95.74,sell
ZQRX,474,92.98,buy
WBYZ,748,90.92,buy
KVDN,922,104.97,buy
MTLP,846,102.39,buy
WBYZ,205,102.34,buy
MTLP,363,97.02,buy
ZQRX,79,110.39,buy
KVDN,599,94.51,buy
ZQRX,616,95.04,sell
ZQRX,539,98.39,sell
PLOM,198,100.31,sell
KVDN,197,105.24,sell
ZQRX,29,101.31,buy
ZQRX,360,104.28,buy
KVDN,660,103.84,buy
KVDN,801,99.24,sell
PLOM,836,98.41,sell
MTLP,241,91.53,sell
KVDN,34,97.52,buy
WBYZ,471,92.54,sell
WBYZ,818,96.27,buy
PLOM,427,108.68,sell
PLOM,551,98.8,buy
MTLP,696,105.14,buy
PLOM,482,96.95,sell
ZQRX,154,100.98,sell
MTLP,957,99.11,buy
ZQRX,694,99.23,sell
KVDN,618,104.89,buy
MTLP,184,102.81,buy
PLOM,479,90.46,buy
MTLP,20,99.86,buy
MTLP,850,99.15,sell
ZQRX,194,99.63,sell
WBYZ,216,91.08,sell
ZQRX,49,99.15,buy
MTLP,904,100.52,sell
MTLP,803,92.97,buy
KVDN,360,93.67,sell
ZQRX,603,98.52,buy
ZQRX,303,98.1,buy
MTLP,250,92.95,buy
WBYZ,445,107.37,buy
MTLP,983,99.92,buy
PLOM,425,108.68,sell
MTLP,389,103.67,buy
MTLP,55,99.05,sell
KVDN,140,103.75,sell
PLOM,963,103.37,buy
KVDN,704,99.17,buy
KVDN,686,101.21,sell
ZQRX,156,94.48,buy
MTLP,676,93.3,buy
MTLP,391,96.09,sell
ZQRX,673,102.69,buy
ZQRX,291,103.09,sell
ZQRX,89,90.65,buy
ZQRX,187,99.65,buy
WBYZ,600,92.33,sell
ZQRX,317,98.61,buy
KVDN,947,99.79,sell
KVDN,583,99.9,sell
KVDN,897,96.66,sell
MTLP,60,102.03,sell
KVDN,88,109.5,sell
KVDN,998,97.84,sell
ZQRX,997,101.97,buy
MTLP,981,89.15,buy
KVDN,449,100.39,sell
MTLP,253,98.93,buy
MTLP,800,101.13,sell
WBYZ,603,92.58,sell
ZQRX,75,101.21,sell
ZQRX,205,97.07,sell
KVDN,214,92.65,sell
PLOM,263,102.02,sell
KVDN,500,87.0,sell
KVDN,345,94.08,buy
ZQRX,963,103.01,sell
KVDN,134,94.34,buy
ZQRX,428,107.81,sell
WBYZ,508,107.08,sell
ZQRX,903,96.03,buy
ZQRX,657,95.75,sell
MTLP,150,95.8,buy
ZQRX,459,93.92,buy
KVDN,526,92.68,sell
WBYZ,743,103.07,buy
MTLP,356,99.57,sell
MTLP,643,97.88,sell
MTLP,272,107.55,buy
KVDN,299,96.26,buy
ZQRX,554,97.75,buy
KVDN,502,101.44,buy
ZQRX,461,104.95,buy
ZQRX,407,101.31,buy
KVDN,12,105.25,buy
WBYZ,429,101.74,buy
MTLP,320,99.36,sell
MTLP,700,103.81,buy
ZQRX,284,98.04,sell
KVDN,426,106.52,sell
WBYZ,360,100.2,sell
WBYZ,50,98.84,sell
MTLP,630,95.74,sell
KVDN,246,102.63,sell
ZQRX,785,107.22,sell
ZQRX,440,88.77,buy
KVDN,922,95.96,sell
ZQRX,666,100.79,sell
ZQRX,969,97.86,buy
WBYZ,29,95.89,buy
KVDN,169,101.01,sell
PLOM,421,98.49,buy
ZQRX,960,95.78,buy
KVDN,125,101.95,buy
KVDN,686,102.56,buy
ZQRX,623,105.25,sell
KVDN,842,95.97,sell
MTLP,651,103.19,buy
ZQRX,862,107.47,buy
WBYZ,209,92.62,buy
ZQRX,138,101.07,buy
KVDN,582,102.06,buy
WBYZ,887,101.24,sell
ZQRX,854,101.87,buy
ZQRX,428,102.46,buy
WBYZ,177,95.74,buy
ZQRX,576,101.68,buy
ZQRX,332,96.5,buy
ZQRX,549,95.51,buy
ZQRX,454,106.54,buy
MTLP,905,111.25,sell
KVDN,353,106.16,buy
WBYZ,355,99.81,sell
ZQRX,285,101.87,buy
WBYZ,453,98.58,buy
MTLP,652,99.29,buy
ZQRX,839,104.36,buy
ZQRX,869,108.45,buy
KVDN,620,101.33,buy
PLOM,539,113.34,buy
MTLP,480,94.79,buy
ZQRX,217,94.82,sell
MTLP,223,101.35,buy
ZQRX,911,100.16,sell
MTLP,548,102.7,buy
ZQRX,75,103.28,buy
WBYZ,340,93.2,sell
MTLP,409,105.49,buy
MTLP,496,101.76,sell
PLOM,296,103.65,sell
ZQRX,107,99.9,buy
KVDN,77,104.31,buy
MTLP,330,99.26,buy
ZQRX,940,105.95,buy
WBYZ,750,93.44,sell
MTLP,231,104.11,sell
KVDN,986,103.33,buy
ZQRX,683,100.1,sell
MTLP,119,97.72,buy
ZQRX,966,97.93,sell
ZQRX,860,103.73,buy
MTLP,833,102.57,sell
MTLP,974,93.8,buy
KVDN,666,101.14,sell
KVDN,760,98.49,sell
PLOM,113,105.81,buy
ZQRX,350,98.38,sell
MTLP,98,97.96,buy
WBYZ,369,95.44,sell
ZQRX,611,91.75,buy
ZQRX,31,95.02,sell
KVDN,676,95.19,buy
MTLP,238,93.26,buy
ZQRX,976,100.91,sell
PLOM,322,109.39,buy
MTLP,813,102.18,sell
KVDN,387,101.65,buy
KVDN,315,105.04,sell
PLOM,23,107.8,sell
MTLP,558,103.11,sell
MTLP,45,97.85,buy
PLOM,864,103.26,buy
WBYZ,800,92.81,buy
ZQRX,566,101.11,buy
ZQRX,807,101.75,sell
WBYZ,627,100.31,sell
MTLP,860,104.1,sell
ZQRX,712,94.54,sell
WBYZ,354,102.06,sell
ZQRX,735,97.1,sell
MTLP,703,98.28,sell
ZQRX,900,100.27,sell
KVDN,474,100.33,sell
MTLP,496,103.74,buy
ZQRX,21,97.12,buy
MTLP,754,100.13,buy
KVDN,945,105.03,buy
KVDN,704,104.72,buy
MTLP,57,96.72,sell
MTLP,500,96.93,buy
ZQRX,370,103.64,sell
KVDN,662,102.02,sell
KVDN,302,96.04,buy
ZQRX,483,103.19,sell
WBYZ,499,107.11,sell
PLOM,356,106.48,sell
ZQRX,618,83.4,buy
KVDN,204,93.63,sell
WBYZ,150,98.42,buy
PLOM,866,100.14,buy
KVDN,193,98.16,buy
ZQRX,392,101.69,buy
ZQRX,288,100.84,sell
WBYZ,869,114.38,buy
KVDN,675,93.39,buy
MTLP,773,95.75,sell
ZQRX,14,105.7,sell
KVDN,474,96.1,buy
KVDN,169,98.15,sell
MTLP,237,104.93,buy
ZQRX,380,101.95,buy
KVDN,677,101.25,sell
PLOM,100,98.74,sell
KVDN,229,94.88,buy
ZQRX,863,97.96,sell
ZQRX,678,99.01,sell
WBYZ,867,100.32,sell
WBYZ,223,105.47,sell
ZQRX,921,102.99,buy
KVDN,484,108.03,buy
KVDN,925,94.8,sell
PLOM,376,95.46,sell
WBYZ,407,100.82,buy
ZQRX,321,99.63,sell
MTLP,833,101.52,buy
ZQRX,475,99.86,buy
MTLP,344,101.24,buy
ZQRX,855,97.34,buy
ZQRX,398,107.44,buy
WBYZ,906,93.97,buy
ZQRX,546,95.51,buy
MTLP,184,98.35,sell
MTLP,249,90.2,sell
WBYZ,232,101.55,buy
ZQRX,378,95.44,sell
MTLP,259,104.24,buy
WBYZ,963,101.33,buy
ZQRX,658,103.57,sell
PLOM,746,99.9,sell
PLOM,385,105.21,sell
KVDN,843,109.78,sell
PLOM,519,97.14,buy
MTLP,532,96.78,buy
MTLP,52,95.77,sell
ZQRX,875,95.19,sell
KVDN,1000,102.16,sell
KVDN,943,101.46,sell
MTLP,210,93.69,buy
ZQRX,219,97.49,buy
MTLP,577,104.34,sell
KVDN,645,96.41,sell
ZQRX,78,101.15,buy
MTLP,922,98.98,buy
WBYZ,376,95.97,sell
MTLP,565,101.46,buy
WBYZ,727,92.87,buy
WBYZ,53,98.8,sell
ZQRX,865,101.94,sell
KVDN,193,101.68,buy
MTLP,827,103.25,sell
MTLP,406,91.73,buy
WBYZ,959,96.21,buy
MTLP,939,94.22,buy
WBYZ,485,107.82,buy
PLOM,628,96.14,buy
KVDN,568,107.98,buy
KVDN,358,107.5,sell
ZQRX,217,100.32,sell
ZQRX,542,105.64,sell
ZQRX,322,105.61,buy
WBYZ,801,93.99,sell
MTLP,157,100.27,buy
ZQRX,625,101.01,sell
MTLP,751,94.46,sell
WBYZ,715,102.49,buy
PLOM,144,98.34,sell
WBYZ,826,91.71,buy
KVDN,649,102.63,sell
MTLP,315,90.87,sell
ZQRX,703,110.55,buy
MTLP,893,102.21,sell
MTLP,882,97.4,buy
KVDN,617,101.89,buy
ZQRX,166,97.97,buy
ZQRX,355,87.38,sell
WBYZ,724,94.27,buy
KVDN,994,100.96,buy
PLOM,430,97.72,buy
WBYZ,336,104.88,buy
ZQRX,234,103.9,sell
ZQRX,153,108.94,sell
MTLP,444,101.85,sell
MTLP,828,99.71,sell
ZQRX,484,97.5,sell
WBYZ,873,104.02,buy
PLOM,850,96.18,sell
KVDN,574,98.48,buy
KVDN,433,97.72,sell
MTLP,507,97.41,buy
KVDN,565,92.16,buy
ZQRX,212,104.69,sell
ZQRX,421,95.92,buy
MTLP,402,91.46,buy
ZQRX,600,100.91,sell
PLOM,874,96.21,buy
MTLP,888,94.51,buy
MTLP,942,97.64,buy
WBYZ,83,96.93,sell
PLOM,629,106.46,buy
KVDN,483,99.24,sell
PLOM,519,97.69,buy
KVDN,555,91.03,sell
ZQRX,83,107.09,buy
MTLP,336,104.75,sell
ZQRX,779,95.93,buy
ZQRX,916,100.63,buy
WBYZ,600,101.64,buy
ZQRX,994,108.05,sell
PLOM,309,97.37,buy
MTLP,303,96.52,sell
MTLP,192,94.85,sell
ZQRX,70,104.16,sell
ZQRX,41,112.0,buy
WBYZ,532,106.4,buy
MTLP,713,90.04,sell
MTLP,374,93.82,sell
WBYZ,705,90.61,buy
WBYZ,916,97.67,sell
KVDN,866,108.92,buy
MTLP,831,95.11,sell
WBYZ,181,95.88,sell
PLOM,454,97.0,buy
ZQRX,604,98.04,sell
ZQRX,727,97.9,buy
ZQRX,394,99.02,buy
MTLP,857,101.5,buy
KVDN,624,100.35,buy
PLOM,635,107.92,buy
KVDN,443,112.6,buy
ZQRX,385,104.56,sell
ZQRX,533,105.03,sell
WBYZ,516,102.17,buy
KVDN,983,101.88,sell
MTLP,766,99.84,buy
ZQRX,705,94.76,sell
ZQRX,48,98.31,buy
ZQRX,563,98.5,buy
PLOM,303,100.39,buy
KVDN,797,104.21,sell
MTLP,68,102.19,sell
PLOM,183,99.59,sell
WBYZ,684,100.13,sell
KVDN,473,97.49,sell
PLOM,351,99.52,sell
MTLP,359,101.52,sell
KVDN,198,96.13,buy
ZQRX,264,107.95,buy
MTLP,810,97.54,buy
ZQRX,420,98.51,buy
PLOM,606,96.49,sell
ZQRX,667,99.46,buy
ZQRX,132,90.4,sell
ZQRX,524,104.95,buy
MTLP,563,101.42,sell
ZQRX,285,104.23,buy
ZQRX,359,97.86,buy
PLOM,749,95.7,buy
WBYZ,996,93.07,sell
ZQRX,403,95.36,buy
MTLP,189,97.14,sell
ZQRX,430,98.87,sell
MTLP,117,92.97,buy
MTLP,351,99.51,buy
MTLP,442,101.39,sell
PLOM,342,98.88,sell
PLOM,156,102.1,buy
WBYZ,900,98.48,buy
PLOM,764,98.56,sell
ZQRX,563,108.27,buy
MTLP,867,100.05,sell
ZQRX,176,89.05,buy
MTLP,351,102.52,sell
ZQRX,787,104.23,sell
MTLP,229,99.79,sell
MTLP,881,100.64,sell
ZQRX,735,102.21,sell
WBYZ,107,93.76,sell
MTLP,207,100.0,buy
MTLP,254,99.51,buy
ZQRX,427,100.7,sell
MTLP,438,100.5,buy
KVDN,496,105.38,buy
PLOM,28,106.2,sell
ZQRX,810,93.62,buy
MTLP,609,100.55,sell
MTLP,74,108.54,sell
MTLP,258,103.79,buy
PLOM,947,89.72,buy
WBYZ,864,102.1,buy
KVDN,132,95.9,sell
KVDN,678,95.56,buy
PLOM,864,95.77,buy
KVDN,334,101.15,buy
MTLP,831,106.18,buy
ZQRX,960,100.98,buy
KVDN,118,92.82,sell
MTLP,643,100.2,sell
ZQRX,266,102.35,buy
ZQRX,36,99.4,sell
KVDN,631,109.28,sell
WBYZ,833,95.86,sell
WBYZ,760,106.95,sell
ZQRX,430,102.47,buy
ZQRX,311,97.25,buy
PLOM,920,102.82,buy
PLOM,357,101.66,sell
WBYZ,841,103.81,sell
MTLP,684,101.71,sell
MTLP,389,94.37,sell
MTLP,521,104.36,sell
KVDN,209,97.32,sell
PLOM,945,96.18,buy
KVDN,727,105.87,buy
MTLP,607,95.11,buy
ZQRX,735,89.49,buy
PLOM,386,108.41,buy
MTLP,667,101.87,buy
PLOM,87,98.87,buy
PLOM,164,102.98,buy
MTLP,62,103.85,sell
MTLP,596,92.32,sell
WBYZ,594,106.3,sell
MTLP,965,96.37,buy
KVDN,588,99.3,buy
PLOM,614,100.52,buy
ZQRX,846,103.54,buy
ZQRX,556,106.94,sell
WBYZ,470,96.07,buy
ZQRX,988,111.77,buy
PLOM,954,99.7,buy
WBYZ,91,90.59,buy
WBYZ,658,103.63,buy
ZQRX,550,97.69,buy
ZQRX,502,102.38,sell
PLOM,102,101.2,sell
PLOM,371,99.46,buy
ZQRX,425,102.65,sell
KVDN,20,104.5,buy
MTLP,227,92.58,sell
ZQRX,70,96.84,sell
ZQRX,645,99.34,buy
PLOM,486,102.32,sell
KVDN,14,93.92,sell
PLOM,939,96.97,sell
MTLP,946,97.89,buy
KVDN,782,98.36,buy
MTLP,380,101.96,buy
KVDN,145,95.58,buy
WBYZ,395,93.12,buy
ZQRX,636,94.8,sell
ZQRX,651,99.61,buy
PLOM,47,103.13,buy
WBYZ,428,102.63,sell
MTLP,583,96.56,buy
PLOM,389,103.77,sell
MTLP,112,102.52,sell
KVDN,646,104.17,sell
MTLP,931,96.35,sell
ZQRX,673,93.66,sell
KVDN,289,104.17,sell
WBYZ,883,105.14,buy
KVDN,138,103.54,sell
ZQRX,619,95.21,buy
ZQRX,411,105.23,buy
MTLP,379,96.6,buy
MTLP,214,103.53,buy
WBYZ,608,96.68,sell
MTLP,953,103.84,buy
ZQRX,589,106.4,sell
PLOM,261,100.33,sell
MTLP,970,101.45,buy
KVDN,337,105.7,sell
PLOM,692,102.5,sell
ZQRX,402,97.18,buy
KVDN,231,108.84,sell
KVDN,259,94.12,buy
PLOM,227,93.51,sell
ZQRX,304,108.65,sell
WBYZ,367,108.37,sell
KVDN,349,100.03,sell
ZQRX,113,104.66,buy
MTLP,970,101.68,buy
ZQRX,23,103.29,buy
ZQRX,387,106.93,sell
ZQRX,141,93.74,buy
MTLP,703,106.43,buy
KVDN,61,96.09,sell
WBYZ,66,97.77,sell
PLOM,282,104.21,sell
ZQRX,209,95.66,buy
ZQRX,368,91.88,sell
ZQRX,37,103.57,sell
PLOM,931,102.52,sell
ZQRX,204,96.09,buy
WBYZ,483,104.71,buy
KVDN,481,91.3,sell
ZQRX,267,97.71,sell
ZQRX,456,87.83,buy
KVDN,557,107.79,buy
ZQRX,808,110.73,buy
KVDN,409,99.7,sell
ZQRX,667,92.46,sell
WBYZ,312,102.91,buy
MTLP,412,100.46,buy
MTLP,347,97.97,buy
ZQRX,87,93.95,sell
PLOM,92,96.42,buy
ZQRX,153,97.59,buy
MTLP,386,98.55,sell
MTLP,530,102.09,sell
MTLP,215,98.09,sell
ZQRX,914,102.27,buy
KVDN,946,100.63,sell
WBYZ,608,95.56,buy
ZQRX,219,91.69,sell
ZQRX,81,102.26,buy
KVDN,486,99.12,buy
ZQRX,443,108.99,buy
KVDN,132,98.26,buy
ZQRX,819,102.58,buy
PLOM,902,100.1,buy
ZQRX,81,103.32,buy
WBYZ,831,97.37,sell
MTLP,516,100.54,buy
ZQRX,150,90.6,buy
MTLP,585,101.01,buy
KVDN,912,100.02,sell
KVDN,694,104.82,buy
PLOM,668,95.26,buy
KVDN,34,89.37,buy
MTLP,176,99.43,buy
ZQRX,706,108.15,buy
MTLP,980,94.41,buy
MTLP,227,99.48,sell
ZQRX,373,103.03,sell
ZQRX,896,88.9,buy
ZQRX,768,92.59,sell
MTLP,689,101.64,sell
KVDN,521,108.8,buy
ZQRX,291,97.35,buy
KVDN,852,93.41,buy
MTLP,56,100.34,sell
KVDN,428,99.36,buy
ZQRX,276,92.78,buy
KVDN,449,105.78,buy
MTLP,201,105.59,buy
MTLP,658,101.58,sell
PLOM,39,102.14,buy
ZQRX,622,96.36,buy
WBYZ,505,106.19,buy
WBYZ,431,89.8,buy
ZQRX,252,103.18,buy
ZQRX,577,96.11,buy
KVDN,763,100.28,sell
KVDN,614,98.09,sell
MTLP,396,95.88,buy
ZQRX,88,102.75,buy
PLOM,240,102.7,buy
KVDN,845,98.52,sell
ZQRX,505,101.9,buy
ZQRX,840,101.19,buy
PLOM,124,101.62,sell
ZQRX,334,102.93,sell
MTLP,976,101.51,buy
ZQRX,404,106.9,sell
WBYZ,279,102.02,buy
ZQRX,677,104.85,sell
ZQRX,562,98.96,buy
WBYZ,471,101.05,buy
ZQRX,567,100.55,buy
MTLP,455,96.01,buy
ZQRX,525,101.23,buy
ZQRX,389,93.95,sell
KVDN,595,99.52,buy
MTLP,491,99.14,sell
ZQRX,339,100.73,buy
MTLP,668,100.44,sell
ZQRX,280,98.85,buy
PLOM,583,106.36,sell
MTLP,264,98.32,buy
MTLP,711,95.89,buy
WBYZ,662,100.73,sell
KVDN,83,96.75,sell
KVDN,372,96.25,buy
ZQRX,582,99.02,buy
ZQRX,980,92.43,sell
KVDN,786,98.52,sell
PLOM,974,106.77,buy
KVDN,649,100.69,sell
ZQRX,830,97.59,buy
WBYZ,32,98.46,buy
MTLP,422,103.4,sell
MTLP,889,95.76,sell
MTLP,978,96.21,buy
WBYZ,466,94.26,sell
KVDN,32,102.63,sell
MTLP,73,95.97,sell
PLOM,395,103.09,buy
PLOM,420,94.39,sell
PLOM,487,114.66,buy
MTLP,522,107.96,sell
KVDN,259,104.92,buy
ZQRX,278,96.72,sell
WBYZ,654,94.78,sell
WBYZ,131,100.38,buy
MTLP,445,95.13,sell
MTLP,504,102.18,buy
MTLP,284,103.48,buy
MTLP,511,107.07,buy
MTLP,882,99.8,sell
KVDN,960,101.39,buy
KVDN,236,100.08,sell
ZQRX,549,102.22,buy
ZQRX,38,98.09,buy
ZQRX,447,102.91,sell
MTLP,845,105.68,buy
WBYZ,920,104.24,buy
WBYZ,939,99.65,buy
MTLP,466,95.48,buy
MTLP,48,96.12,buy
ZQRX,862,96.82,buy
MTLP,343,95.56,sell
PLOM,147,95.04,sell
PLOM,21,103.03,buy
ZQRX,832,96.79,buy
MTLP,724,103.13,buy
MTLP,619,103.48,buy
MTLP,439,104.98,buy
MTLP,26,105.02,buy
KVDN,526,102.34,buy
MTLP,540,106.76,sell
MTLP,993,99.46,sell
ZQRX,287,88.4,buy
MTLP,637,105.34,buy
KVDN,882,101.13,sell
ZQRX,630,93.83,buy
MTLP,575,101.64,buy
MTLP,197,99.87,buy
WBYZ,563,106.02,buy
ZQRX,460,102.69,sell
MTLP,772,96.86,buy
PLOM,386,100.95,sell
PLOM,317,95.94,buy
ZQRX,945,112.19,buy
WBYZ,630,93.57,buy
PLOM,656,94.26,buy
KVDN,697,103.46,sell
WBYZ,92,98.63,buy
MTLP,754,106.77,sell
ZQRX,501,102.76,buy
PLOM,580,106.29,sell
ZQRX,664,98.96,sell
KVDN,269,104.03,sell
ZQRX,851,113.72,buy
ZQRX,603,105.72,sell
MTLP,415,97.76,sell
WBYZ,145,98.59,buy
ZQRX,167,85.77,sell
MTLP,585,91.18,buy
WBYZ,351,99.06,sell
WBYZ,739,101.96,sell
PLOM,106,102.6,sell
ZQRX,781,92.33,buy
PLOM,772,97.78,buy
ZQRX,15,99.37,sell
MTLP,82,108.98,sell
ZQRX,56,100.86,sell
MTLP,218,110.58,sell
MTLP,886,101.96,buy
WBYZ,191,103.26,buy
KVDN,489,102.03,sell
PLOM,561,90.17,buy
WBYZ,300,92.36,sell
ZQRX,553,94.42,sell
MTLP,695,110.06,sell
WBYZ,390,97.26,sell
MTLP,723,93.9,sell
KVDN,541,90.83,buy
KVDN,555,89.48,buy
KVDN,540,100.13,buy
ZQRX,790,110.04,buy
KVDN,806,89.58,sell
MTLP,797,96.0,buy
ZQRX,754,95.77,buy
MTLP,283,105.65,sell
KVDN,877,94.96,buy
ZQRX,400,92.75,buy
KVDN,783,107.72,buy
ZQRX,256,107.93,sell
KVDN,685,99.62,buy
WBYZ,903,96.87,sell
KVDN,590,97.6,sell
WBYZ,419,100.26,buy
ZQRX,997,101.49,buy
KVDN,655,108.25,buy
PLOM,285,105.53,sell
MTLP,719,109.52,buy
KVDN,158,101.33,buy
ZQRX,721,97.8,buy
KVDN,448,99.45,sell
KVDN,779,101.39,sell
MTLP,583,100.49,sell
KVDN,699,93.24,sell
MTLP,304,99.66,sell
ZQRX,267,89.26,buy
ZQRX,696,95.53,sell
MTLP,578,104.49,buy
MTLP,821,99.48,buy
ZQRX,197,104.5,buy
KVDN,423,101.59,sell
WBYZ,106,99.59,buy
KVDN,380,101.17,buy
KVDN,248,99.46,sell
ZQRX,196,94.56,sell
PLOM,775,101.6,buy
MTLP,48,102.97,sell
MTLP,117,103.56,buy
MTLP,448,97.55,sell
KVDN,854,85.85,buy
KVDN,481,101.56,sell
ZQRX,223,98.24,buy
MTLP,24,99.02,buy
WBYZ,110,97.96,sell
MTLP,530,105.16,buy
ZQRX,885,101.07,sell
WBYZ,731,96.38,sell
PLOM,368,101.59,buy
WBYZ,529,98.92,buy
MTLP,896,101.92,buy
ZQRX,226,94.71,sell
ZQRX,209,100.62,buy
WBYZ,186,105.42,sell
ZQRX,69,105.63,sell
ZQRX,894,94.63,buy
WBYZ,89,98.87,buy
MTLP,112,107.21,buy
KVDN,814,102.46,buy
KVDN,482,92.21,buy
KVDN,327,114.74,sell
WBYZ,10,98.19,sell
PLOM,631,94.7,buy
ZQRX,344,97.26,sell
MTLP,63,101.49,sell
MTLP,11,97.52,sell
KVDN,192,101.47,buy
MTLP,898,110.79,buy
ZQRX,751,96.29,buy
MTLP,206,95.24,sell
WBYZ,227,98.06,sell
KVDN,519,98.73,sell
ZQRX,95,100.31,sell
MTLP,808,96.16,sell
WBYZ,989,90.96,buy
ZQRX,549,95.1,buy
WBYZ,704,99.02,sell
WBYZ,184,98.1,sell
MTLP,467,95.91,buy
MTLP,168,94.88,sell
WBYZ,977,92.97,sell
ZQRX,79,96.63,buy
MTLP,990,105.47,buy
ZQRX,937,97.67,sell
MTLP,507,91.08,sell
MTLP,583,104.23,sell
WBYZ,726,107.17,sell
MTLP,146,107.73,sell
KVDN,321,104.41,sell
MTLP,218,93.29,buy
KVDN,342,97.54,sell
ZQRX,626,102.6,buy
WBYZ,740,105.03,sell
ZQRX,623,104.19,sell
KVDN,198,95.05,sell
WBYZ,306,98.09,sell
